Sec,RollNo,Dept,Aptitude_Score,Mock_Interview_Score,Problems_Solved,Hackathon_Count,Technical_Test_Score,Resume_Score,Projects_Count,Placement_Probabilities,Placement_Readiness
D,21ME1399,IT,44,74,299,4,75,70,7,62.18,Not Ready
C,21ME1400,IT,89,76,204,7,71,96,5,71.54,Ready
B,21CS1401,ME,91,54,217,3,67,52,5,59.06,Not Ready
B,21CS1402,ECE,79,77,257,0,71,60,0,58.13,Not Ready
C,21IT1403,CSE,50,93,324,4,64,44,1,60.18,Not Ready
D,21EE1404,EEE,65,71,108,5,70,77,5,57.85,Not Ready
C,21EC1405,EEE,73,48,348,5,80,96,1,65.34,Not Ready
C,21EC1406,ME,44,88,365,9,56,80,4,68.9,Not Ready
B,21IT1407,IT,66,51,481,8,79,41,2,67.84,Not Ready
A,21EC1408,CSE,90,75,171,2,99,54,3,63.96,Not Ready
D,21ME1409,ME,87,55,432,3,84,87,2,71.23,Ready
B,21EC1410,ME,69,56,23,4,53,87,1,47.2,Not Ready
D,21IT1411,ECE,82,48,147,6,59,76,7,58.71,Not Ready
B,21EC1412,EEE,52,55,267,1,70,97,3,55.16,Not Ready
C,21IT1413,CSE,96,63,63,7,64,44,1,55.95,Not Ready
D,21EC1414,ECE,43,95,485,0,86,98,4,72.2,Ready
B,21ME1415,ECE,79,92,406,0,68,48,3,67.32,Not Ready
D,21EE1416,ECE,70,99,230,8,53,94,0,68.35,Not Ready
A,21CS1417,ME,62,88,13,0,43,58,5,45.9,Not Ready
A,21CS1418,ME,50,65,48,0,72,66,4,44.82,Not Ready
D,21ME1419,ECE,73,84,202,2,85,81,3,64.21,Not Ready
D,21EC1420,ECE,56,59,256,8,78,95,3,64.32,Not Ready
D,21IT1421,EEE,41,58,307,0,76,44,3,49.76,Not Ready
D,21EC1422,CSE,78,63,410,2,71,47,1,62.58,Not Ready
B,21ME1423,ECE,85,69,279,9,78,43,6,70.71,Ready
C,21IT1424,IT,55,99,218,8,56,92,2,66.37,Not Ready
B,21EE1425,CSE,74,96,96,4,51,40,6,57.24,Not Ready
A,21IT1426,IT,64,47,108,3,79,61,1,48.1,Not Ready
A,21CS1427,ME,56,59,13,6,67,44,3,45.84,Not Ready
B,21EC1428,EEE,48,45,104,2,58,60,7,43.84,Not Ready
A,21EE1429,ECE,42,45,76,3,90,62,6,46.89,Not Ready
B,21EE1430,ME,82,82,485,9,64,74,7,82.58,Ready
A,21IT1431,CSE,54,84,373,0,44,91,1,58.85,Not Ready
C,21CS1432,ME,82,42,180,5,70,42,5,54.83,Not Ready
D,21CS1433,EEE,47,83,25,7,86,55,7,56.78,Not Ready
A,21CS1434,IT,96,87,330,9,97,65,7,84.22,Ready
B,21EE1435,ME,82,55,28,9,72,57,7,58.4,Not Ready
D,21IT1436,CSE,61,77,486,0,72,61,6,67.69,Not Ready
B,21EE1437,CSE,45,93,89,7,77,53,6,58.76,Not Ready
D,21CS1438,ECE,41,48,233,7,85,42,2,52.32,Not Ready
D,21CS1439,ME,77,96,494,8,99,79,5,88.24,Ready
D,21IT1440,CSE,50,60,274,1,45,49,5,48.74,Not Ready
C,21CS1441,CSE,72,52,60,5,48,44,0,43.8,Not Ready
A,21EE1442,EEE,48,40,415,5,81,98,7,65.53,Not Ready
B,21IT1443,EEE,46,61,85,4,80,59,5,49.82,Not Ready
A,21EE1444,IT,81,91,352,4,98,59,1,73.7,Ready
C,21ME1445,CSE,49,72,206,2,56,71,2,51.19,Not Ready
B,21ME1446,ECE,90,94,26,8,54,59,1,60.46,Not Ready
C,21EE1447,CSE,87,42,456,7,73,52,3,69.07,Not Ready
D,21EC1448,IT,69,45,387,4,82,95,5,67.2,Not Ready
B,21CS1449,ME,52,93,130,1,61,49,2,50.5,Not Ready
A,21ME1450,ECE,58,71,79,8,79,57,1,55.14,Not Ready
D,21EE1451,ECE,67,90,396,3,68,62,1,67.26,Not Ready
B,21IT1452,CSE,86,52,230,4,41,62,0,53.15,Not Ready
D,21EE1453,EEE,60,63,77,5,97,89,0,56.13,Not Ready
D,21ME1454,ME,44,53,314,3,84,81,6,59.41,Not Ready
C,21CS1455,EEE,84,64,88,1,55,97,1,52.7,Not Ready
B,21EE1456,ME,51,49,439,9,76,65,3,66.34,Not Ready
C,21ME1457,CSE,56,93,22,7,78,95,3,60.76,Not Ready
B,21EE1458,IT,81,87,428,5,63,70,2,73.42,Ready
C,21EE1459,IT,79,51,239,7,62,68,7,63.04,Not Ready
A,21ME1460,ECE,44,96,326,7,98,51,1,68.46,Not Ready
B,21EC1461,IT,89,97,379,1,77,60,3,72.78,Ready
A,21IT1462,ECE,87,62,419,6,90,40,3,71.94,Ready
B,21IT1463,CSE,78,70,81,3,50,50,2,49.59,Not Ready
B,21IT1464,EEE,55,50,363,1,94,99,3,62.4,Not Ready
A,21ME1465,EEE,68,75,270,8,84,60,2,67.25,Not Ready
C,21EC1466,ECE,61,62,4,4,63,54,6,47.36,Not Ready
A,21CS1467,ECE,62,84,479,9,98,67,7,83.14,Ready
A,21CS1468,EEE,47,82,122,0,81,60,2,50.08,Not Ready
B,21CS1469,ME,75,60,182,8,68,90,6,65.23,Not Ready
C,21EC1470,ECE,57,91,91,7,57,47,4,55.99,Not Ready
D,21CS1471,CSE,45,72,455,2,61,95,6,66,Not Ready
C,21ME1472,EEE,99,66,323,2,84,74,6,71.67,Ready
A,21EE1473,ECE,97,66,364,0,65,72,7,68.48,Not Ready
D,21CS1474,ECE,56,85,78,5,61,85,7,58.35,Not Ready
A,21EE1475,EEE,64,48,68,6,71,79,1,50.3,Not Ready
D,21EC1476,CSE,73,56,264,6,48,49,4,56.96,Not Ready
C,21IT1477,ME,58,54,136,8,78,74,7,59.32,Not Ready
A,21EE1478,EEE,52,45,208,3,77,54,5,50.79,Not Ready
B,21EE1479,CSE,56,85,103,3,69,78,1,54.1,Not Ready
D,21CS1480,ME,49,49,17,9,78,52,7,50.56,Not Ready
D,21EE1481,EEE,74,54,488,4,51,46,1,62,Not Ready
D,21CS1482,EEE,95,67,473,0,65,83,5,72.49,Ready
D,21IT1483,ECE,72,59,353,7,81,45,2,65.22,Not Ready
D,21EE1484,IT,65,86,456,2,51,94,7,71.86,Ready
B,21IT1485,EEE,65,90,204,4,45,89,5,61.93,Not Ready
A,21IT1486,ECE,98,70,118,0,46,79,2,54.37,Not Ready
B,21CS1487,ME,71,49,206,5,50,64,3,53.02,Not Ready
C,21IT1488,EEE,76,75,385,1,42,97,2,63.85,Not Ready
A,21EE1489,EEE,71,49,235,0,58,59,0,48,Not Ready
B,21EE1490,ME,52,51,364,9,66,41,1,58.78,Not Ready
A,21CS1491,ME,52,78,397,9,78,93,3,73.76,Ready
C,21IT1492,ECE,58,89,81,2,73,63,0,51.89,Not Ready
B,21IT1493,CSE,90,55,268,1,70,91,0,60.32,Not Ready
C,21IT1494,ECE,79,97,386,6,75,64,1,74.92,Ready
D,21IT1495,ECE,50,84,467,0,79,71,4,66.93,Not Ready
A,21ME1496,IT,46,82,304,2,89,61,3,61.09,Not Ready
A,21CS1497,ME,65,54,23,1,51,62,7,43.94,Not Ready
B,21EC1498,IT,98,53,326,0,41,45,3,55.76,Not Ready
C,21EC1499,CSE,47,99,174,5,61,57,7,60.39,Not Ready
A,21ME1500,CSE,48,65,448,4,59,87,2,63.32,Not Ready
D,21IT1501,ECE,88,62,323,4,40,95,2,63.67,Not Ready
D,21EE1502,EEE,77,60,447,7,53,53,0,65.53,Not Ready
C,21IT1503,ME,85,66,53,6,50,62,7,56.4,Not Ready
C,21IT1504,CSE,41,70,195,9,62,73,6,59.35,Not Ready
B,21EC1505,EEE,98,71,387,5,79,40,3,72.01,Ready
C,21ME1506,EEE,98,93,27,5,59,56,4,61.23,Not Ready
D,21CS1507,IT,43,87,135,3,85,65,5,56.78,Not Ready
D,21IT1508,CSE,47,72,189,9,60,60,3,57.24,Not Ready
A,21CS1509,ME,63,90,352,7,44,70,5,68.4,Not Ready
D,21CS1510,EEE,75,47,339,7,53,84,2,62.56,Not Ready
D,21ME1511,CSE,63,83,199,3,77,59,1,58.24,Not Ready
A,21EE1512,EEE,42,67,392,1,99,49,5,61.36,Not Ready
B,21IT1513,ME,57,74,454,1,81,73,4,67.31,Not Ready
C,21EC1514,ME,55,49,18,1,77,67,4,43.27,Not Ready
A,21EC1515,IT,81,69,341,3,64,89,2,66.39,Not Ready
A,21EC1516,CSE,54,59,165,3,51,89,1,49.38,Not Ready
B,21CS1517,EEE,51,65,237,2,95,97,2,59.88,Not Ready
C,21EE1518,EEE,83,69,452,7,98,42,5,77.51,Ready
C,21EE1519,CSE,76,92,479,2,66,73,2,73.21,Ready
C,21ME1520,IT,57,84,199,6,92,99,7,70.24,Ready
A,21CS1521,EEE,93,93,207,9,41,76,4,70.73,Ready
D,21EE1522,ME,78,83,375,6,80,56,2,72.05,Ready
D,21EC1523,EEE,72,58,419,9,79,59,2,70.76,Ready
A,21EC1524,EEE,95,65,251,7,84,72,1,69.46,Not Ready
D,21EC1525,ME,77,71,24,3,49,92,7,54.49,Not Ready
B,21EE1526,ME,44,79,359,8,80,93,4,70.76,Ready
D,21EC1527,CSE,55,61,418,6,89,82,3,69.34,Not Ready
A,21EE1528,IT,46,42,383,0,63,57,4,50.57,Not Ready
D,21EE1529,IT,46,65,332,7,58,55,3,58.56,Not Ready
B,21IT1530,ME,92,41,83,2,81,66,2,51.92,Not Ready
D,21EC1531,ECE,97,74,280,3,73,94,2,70,Ready
D,21EE1532,EEE,62,60,225,0,78,81,2,54.45,Not Ready
B,21EE1533,IT,57,83,461,7,92,75,6,78.49,Ready
C,21EC1534,ECE,56,85,1,5,77,63,1,51.72,Not Ready
B,21EC1535,EEE,43,46,35,1,52,85,1,37.12,Not Ready
D,21EC1536,CSE,40,58,181,2,74,54,0,45.34,Not Ready
C,21ME1537,CSE,70,55,59,0,99,72,0,49.41,Not Ready
C,21EC1538,EEE,71,64,457,4,43,49,4,63.13,Not Ready
A,21IT1539,IT,83,97,272,9,76,69,2,75.43,Ready
A,21CS1540,IT,71,98,107,6,80,49,6,64.73,Not Ready
B,21EE1541,IT,59,98,104,0,47,79,3,52.38,Not Ready
B,21EC1542,CSE,53,92,408,5,56,89,5,70.74,Ready
B,21ME1543,IT,92,99,45,3,55,94,5,63.78,Not Ready
D,21EE1544,EEE,85,70,14,3,87,97,6,61.06,Not Ready
B,21EE1545,EEE,70,41,481,6,89,87,6,73.24,Ready
A,21IT1546,CSE,43,50,231,4,42,59,1,44.66,Not Ready
B,21ME1547,EEE,94,79,394,9,81,74,4,81.41,Ready
C,21EE1548,ME,66,53,190,8,52,98,6,60.75,Not Ready
A,21IT1549,ME,45,69,254,6,48,96,2,57.01,Not Ready
C,21ME1550,ME,94,84,113,3,97,50,6,66.42,Not Ready
D,21ME1551,CSE,94,63,349,1,91,89,5,72.04,Ready
B,21EC1552,EEE,40,92,423,9,61,70,7,72.84,Ready
A,21ME1553,IT,99,45,409,8,94,86,5,78.98,Ready
C,21IT1554,IT,52,42,321,5,73,41,5,54.82,Not Ready
A,21ME1555,IT,85,58,320,1,84,79,0,62.9,Not Ready
C,21ME1556,ECE,88,72,245,5,59,76,3,65.12,Not Ready
A,21ME1557,IT,45,65,441,2,91,83,4,66.09,Not Ready
C,21EC1558,ECE,81,45,39,4,96,87,0,53.86,Not Ready
D,21EE1559,IT,53,55,461,8,65,72,6,68.74,Not Ready
C,21ME1560,EEE,85,78,100,4,74,44,0,56.1,Not Ready
C,21CS1561,EEE,71,78,327,5,57,54,3,63.71,Not Ready
A,21EE1562,ECE,51,91,207,6,70,94,0,62.58,Not Ready
C,21CS1563,EEE,84,56,40,4,98,86,0,56.9,Not Ready
C,21ME1564,ME,72,49,426,0,86,81,5,65.37,Not Ready
B,21EC1565,EEE,55,71,427,0,72,60,7,63.46,Not Ready
C,21IT1566,ECE,72,82,47,5,91,50,1,56.96,Not Ready
B,21EE1567,EEE,79,85,117,9,76,49,1,63.4,Not Ready
A,21ME1568,EEE,91,63,498,0,60,47,0,64.42,Not Ready
C,21CS1569,ECE,91,48,293,3,76,77,2,62.87,Not Ready
D,21ME1570,CSE,99,75,171,3,65,57,1,60.72,Not Ready
A,21IT1571,ECE,92,64,402,0,55,55,1,61.66,Not Ready
D,21ME1572,EEE,68,69,188,9,68,80,0,62.12,Not Ready
B,21CS1573,CSE,90,49,32,3,48,83,5,50.7,Not Ready
B,21CS1574,ECE,87,43,386,2,96,86,2,67.69,Not Ready
D,21ME1575,IT,72,50,32,1,81,73,5,49.26,Not Ready
D,21ME1576,ME,46,90,465,5,70,71,6,72.15,Ready
D,21EE1577,ECE,50,51,394,9,79,87,3,67.39,Not Ready
A,21EC1578,EEE,67,50,491,4,95,70,2,69.54,Not Ready
D,21IT1579,CSE,60,77,372,5,86,91,5,72.4,Ready
C,21EC1580,CSE,68,89,451,9,88,62,2,79.09,Ready
A,21ME1581,CSE,80,57,322,0,76,87,1,61,Not Ready
B,21EC1582,CSE,82,70,377,8,86,73,1,74.31,Ready
D,21IT1583,CSE,52,71,254,0,52,72,7,54.14,Not Ready
B,21EC1584,ME,85,73,373,0,64,88,3,66.8,Not Ready
C,21IT1585,CSE,48,78,421,5,91,67,0,67.39,Not Ready
D,21CS1586,ECE,42,70,404,6,95,92,0,68.01,Not Ready
B,21CS1587,ME,68,82,364,4,59,92,4,69.11,Not Ready
C,21ME1588,IT,85,64,474,9,96,75,3,81.54,Ready
D,21EC1589,EEE,80,42,91,2,51,40,6,45.44,Not Ready
C,21CS1590,CSE,84,44,213,2,78,68,3,56.5,Not Ready
D,21EC1591,ME,85,62,217,8,79,99,1,68.46,Not Ready
C,21CS1592,EEE,84,80,384,2,74,92,5,73.58,Ready
B,21ME1593,CSE,57,58,327,0,57,57,2,51.58,Not Ready
A,21CS1594,EEE,50,75,476,5,79,68,4,70.19,Ready
D,21CS1595,ECE,46,69,418,5,70,89,1,64.74,Not Ready
D,21IT1596,EEE,42,97,337,1,64,68,2,59.93,Not Ready
A,21ME1597,ECE,64,74,228,4,57,54,6,58.42,Not Ready
B,21EE1598,ECE,70,60,439,6,67,79,5,70.64,Ready
D,21EC1599,IT,68,87,48,6,71,52,0,54.77,Not Ready
A,21EE1600,CSE,80,74,486,0,81,59,3,70.17,Ready
A,21EE1601,EEE,67,62,86,4,71,73,2,52.44,Not Ready
B,21IT1602,CSE,62,56,262,4,48,54,0,50.68,Not Ready
A,21EE1603,ECE,52,79,279,4,41,46,5,55.24,Not Ready
D,21CS1604,CSE,44,97,58,7,59,90,4,57.87,Not Ready
B,21IT1605,ECE,59,90,43,4,88,76,4,58.82,Not Ready
C,21IT1606,CSE,65,78,474,8,54,72,1,71.48,Ready
C,21IT1607,ME,90,74,261,1,41,46,0,54.99,Not Ready
D,21ME1608,ECE,63,95,424,7,73,41,0,70.61,Ready
A,21EE1609,CSE,73,66,227,1,87,67,7,62,Not Ready
B,21IT1610,IT,82,74,380,2,92,78,0,70,Ready
C,21CS1611,IT,83,72,487,6,92,50,6,79.03,Ready
B,21CS1612,ME,85,95,365,1,85,70,6,75.1,Ready
D,21IT1613,IT,54,65,80,6,62,77,3,51.88,Not Ready
D,21ME1614,ME,67,72,431,8,54,89,0,70.04,Ready
B,21EC1615,CSE,60,88,278,1,49,99,0,58.97,Not Ready
B,21IT1616,EEE,56,84,253,5,53,56,0,56.67,Not Ready
D,21EC1617,ECE,77,84,305,5,71,51,6,68.9,Not Ready
D,21ME1618,IT,67,40,221,1,60,44,5,47.76,Not Ready
A,21IT1619,ECE,63,65,265,7,77,67,3,63.32,Not Ready
C,21IT1620,EEE,89,62,241,4,76,49,5,63.26,Not Ready
A,21CS1621,EEE,64,88,18,5,51,47,6,52.22,Not Ready
B,21IT1622,ME,93,69,192,7,99,64,2,69.58,Not Ready
C,21IT1623,EEE,47,76,28,3,49,93,5,48.5,Not Ready
A,21IT1624,IT,59,67,189,5,88,87,5,62.79,Not Ready
C,21CS1625,ME,89,68,170,9,58,90,0,64.9,Not Ready
A,21EC1626,ECE,71,56,144,6,80,69,7,60.44,Not Ready
B,21CS1627,ME,90,48,188,4,45,97,2,56.82,Not Ready
D,21CS1628,EEE,43,56,326,0,42,97,3,50.72,Not Ready
C,21IT1629,ECE,86,74,407,6,42,67,1,67.9,Not Ready
B,21IT1630,IT,90,76,413,2,59,76,3,70.04,Ready
B,21EE1631,EEE,78,86,412,1,66,49,1,65.7,Not Ready
D,21EE1632,ECE,98,72,380,2,90,67,7,75.78,Ready
D,21ME1633,IT,84,62,284,6,88,91,5,71.98,Ready
D,21EE1634,ME,89,61,222,2,76,45,0,56.78,Not Ready
C,21IT1635,ME,96,83,347,4,48,56,3,68.36,Not Ready
D,21ME1636,IT,44,72,464,7,83,71,7,72.68,Ready
C,21EC1637,IT,40,82,46,4,46,61,5,46.36,Not Ready
D,21EE1638,EEE,74,71,17,7,53,88,1,54.05,Not Ready
A,21EE1639,ECE,87,95,168,2,58,59,2,60.97,Not Ready
A,21IT1640,IT,75,78,140,8,44,46,4,57.9,Not Ready
B,21IT1641,ECE,84,85,345,3,42,50,4,64.4,Not Ready
A,21CS1642,IT,90,41,266,3,90,99,1,63.86,Not Ready
D,21CS1643,CSE,55,86,329,3,82,81,4,67.26,Not Ready
C,21EE1644,IT,50,42,247,2,49,76,7,49.6,Not Ready
C,21EE1645,ECE,64,67,458,3,94,83,7,74.3,Ready
D,21ME1646,ME,40,49,456,9,54,96,2,63.99,Not Ready
C,21EE1647,ME,68,89,397,3,52,51,5,66.31,Not Ready
B,21IT1648,ECE,79,68,291,6,83,93,0,68.79,Not Ready
A,21IT1649,IT,86,61,311,1,91,84,5,68.02,Not Ready
D,21ME1650,EEE,99,99,454,3,50,59,7,78.54,Ready
A,21EC1651,IT,71,76,88,0,77,52,5,52.8,Not Ready
A,21EC1652,EEE,80,58,474,4,71,57,5,70.04,Ready
D,21IT1653,CSE,55,78,60,9,65,41,0,51.85,Not Ready
D,21CS1654,EEE,46,78,107,5,75,65,7,56.21,Not Ready
A,21EC1655,ME,91,52,33,3,56,51,4,48.92,Not Ready
D,21CS1656,ECE,40,57,158,2,47,68,6,45.32,Not Ready
A,21IT1657,EEE,91,74,434,4,78,63,5,75.48,Ready
A,21IT1658,IT,90,76,155,4,95,63,6,67.7,Not Ready
A,21CS1659,ME,59,75,35,5,83,57,5,54.48,Not Ready
D,21IT1660,ECE,79,90,170,3,53,86,0,60.15,Not Ready
D,21EE1661,IT,83,94,496,2,91,54,5,79.42,Ready
B,21IT1662,EEE,51,64,296,4,78,60,7,60.92,Not Ready
A,21EE1663,ECE,60,88,390,5,77,83,0,70.05,Ready
A,21ME1664,EEE,99,68,304,5,83,79,4,73.41,Ready
A,21CS1665,CSE,58,80,424,6,77,79,6,73.76,Ready
B,21EC1666,ME,60,64,142,8,43,56,7,54.91,Not Ready
A,21ME1667,EEE,92,74,96,5,87,76,5,65.82,Not Ready
B,21CS1668,CSE,92,79,272,5,91,90,1,73.36,Ready
B,21EC1669,ECE,64,68,78,6,81,53,6,56.72,Not Ready
D,21EE1670,ME,90,70,472,4,78,78,4,76.88,Ready
B,21EC1671,CSE,75,63,366,2,44,97,7,64.92,Not Ready
D,21EE1672,EEE,49,88,368,6,61,60,3,65.15,Not Ready
C,21IT1673,CSE,64,45,198,5,83,45,5,54.8,Not Ready
A,21IT1674,IT,46,45,433,9,66,69,6,65.07,Not Ready
C,21EE1675,EEE,60,73,147,6,98,63,3,61.36,Not Ready
A,21ME1676,IT,70,74,415,9,88,66,7,78.58,Ready
B,21EC1677,ECE,71,75,494,4,86,52,2,72.31,Ready
D,21EE1678,EEE,48,89,62,1,85,42,7,52.21,Not Ready
B,21ME1679,EEE,55,94,320,4,89,93,0,69.25,Not Ready
A,21EC1680,ME,91,92,115,2,70,95,2,64.45,Not Ready
A,21ME1681,ECE,98,92,285,1,84,96,1,73.22,Ready
B,21EE1682,ECE,97,59,207,7,61,65,3,64,Not Ready
A,21EC1683,CSE,66,92,141,4,61,94,4,62.29,Not Ready
A,21EC1684,EEE,61,85,188,4,98,82,4,66.12,Not Ready
C,21ME1685,ME,42,60,30,6,80,78,2,48.65,Not Ready
B,21IT1686,ECE,55,64,241,5,72,91,6,62.09,Not Ready
C,21EC1687,EEE,40,83,47,0,70,74,5,47.5,Not Ready
B,21ME1688,IT,69,91,86,5,61,63,0,55.89,Not Ready
C,21IT1689,ME,61,67,122,5,74,40,5,53.71,Not Ready
D,21CS1690,EEE,84,79,229,1,71,68,6,63.96,Not Ready
A,21ME1691,CSE,85,53,225,3,85,76,0,59.95,Not Ready
A,21EC1692,EEE,44,60,304,1,85,84,5,58.24,Not Ready
B,21CS1693,CSE,48,92,394,8,45,61,4,67.11,Not Ready
B,21EE1694,EEE,71,92,97,3,87,63,1,59.46,Not Ready
B,21CS1695,EEE,74,86,54,0,44,44,1,45.78,Not Ready
C,21CS1696,ECE,85,78,295,6,73,82,3,71.43,Ready
B,21CS1697,IT,92,82,332,6,58,84,6,74.93,Ready
A,21IT1698,IT,59,82,396,8,82,76,6,75.69,Ready
B,21IT1699,ECE,57,46,308,5,46,98,4,57.12,Not Ready
A,21IT1700,CSE,94,98,259,2,59,65,3,67.99,Not Ready
C,21CS1701,CSE,57,64,446,2,46,80,4,61.44,Not Ready
A,21EC1702,IT,75,56,350,7,95,66,0,68.05,Not Ready
D,21EC1703,ECE,64,47,128,0,93,68,7,52.45,Not Ready
A,21CS1704,ECE,73,58,430,0,97,94,0,67.35,Not Ready
D,21CS1705,IT,43,91,380,7,91,56,7,72.62,Ready
C,21EC1706,EEE,52,90,457,1,83,60,7,70.5,Ready
A,21ME1707,ME,64,63,382,1,78,41,7,61.86,Not Ready
C,21EE1708,EEE,76,58,478,0,51,82,6,65.52,Not Ready
C,21CS1709,IT,81,78,487,0,97,47,7,74.9,Ready
D,21CS1710,ME,59,93,110,6,78,47,3,59.08,Not Ready
C,21IT1711,ECE,44,88,448,9,86,70,2,74.47,Ready
A,21IT1712,ME,80,90,115,3,94,86,3,66.18,Not Ready
D,21CS1713,ME,95,69,199,4,82,57,0,62.76,Not Ready
C,21ME1714,ECE,98,84,169,9,66,83,6,74.11,Ready
B,21ME1715,ME,82,89,5,3,47,79,3,54.22,Not Ready
D,21IT1716,EEE,42,68,56,0,68,59,4,42.84,Not Ready
A,21EE1717,ECE,46,62,71,6,65,46,3,46.66,Not Ready
A,21CS1718,CSE,60,41,44,8,59,59,2,45.96,Not Ready
B,21ME1719,ECE,82,97,144,7,92,44,4,69.26,Not Ready
D,21ME1720,CSE,46,62,62,9,63,45,2,48.28,Not Ready
B,21CS1721,ME,64,58,117,3,87,88,5,57.05,Not Ready
D,21EE1722,EEE,87,53,195,7,70,43,6,61.35,Not Ready
D,21IT1723,EEE,52,87,238,9,99,53,1,67.1,Not Ready
B,21CS1724,ME,51,67,244,3,77,47,1,53.24,Not Ready
B,21EE1725,CSE,57,80,113,6,79,65,3,58.14,Not Ready
D,21EC1726,IT,71,88,141,7,99,69,7,70.57,Ready
C,21EC1727,EEE,76,61,477,1,92,77,1,69.6,Not Ready
D,21EE1728,IT,60,42,94,2,75,71,2,45.76,Not Ready
A,21IT1729,ME,48,59,3,1,59,96,3,42.85,Not Ready
A,21CS1730,CSE,46,81,77,8,55,97,2,55.68,Not Ready
B,21ME1731,ECE,45,91,1,4,77,88,2,52.84,Not Ready
D,21CS1732,ECE,42,92,339,8,48,55,5,64.18,Not Ready
C,21IT1733,CSE,84,81,331,4,83,57,3,70.26,Ready
C,21EC1734,EEE,56,47,459,1,59,90,4,60.31,Not Ready
B,21CS1735,IT,89,44,441,5,93,85,6,75.44,Ready
B,21EE1736,ME,52,42,364,8,77,58,6,62.46,Not Ready
B,21CS1737,ECE,79,75,424,9,95,46,6,79.36,Ready
B,21CS1738,ECE,46,53,401,8,96,78,4,68.54,Not Ready
C,21EC1739,EEE,61,96,89,1,93,95,0,59.41,Not Ready
A,21EC1740,IT,82,84,47,1,78,85,0,56.28,Not Ready
C,21ME1741,ECE,63,89,116,2,49,62,7,54.97,Not Ready
A,21EC1742,ME,71,68,218,3,94,88,5,65.54,Not Ready
A,21EC1743,ECE,95,78,316,4,81,91,4,74.99,Ready
A,21CS1744,ME,58,44,47,1,62,41,3,38.56,Not Ready
C,21EC1745,EEE,96,78,178,3,78,68,1,64.04,Not Ready
D,21CS1746,ECE,73,51,130,7,70,42,0,51.7,Not Ready
B,21CS1747,ECE,98,46,330,8,56,82,3,68.48,Not Ready
B,21EE1748,EEE,72,55,456,4,90,82,3,71.22,Ready
D,21CS1749,EEE,77,40,382,4,96,86,2,66.93,Not Ready
C,21ME1750,EEE,79,67,19,9,94,71,6,63.91,Not Ready
C,21CS1751,ME,97,74,260,7,81,59,4,72.15,Ready
D,21CS1752,ME,65,87,317,7,51,65,7,68.6,Not Ready
A,21IT1753,CSE,71,74,346,4,60,74,6,66.99,Not Ready
C,21ME1754,ME,77,41,373,7,96,59,2,67.07,Not Ready
A,21IT1755,ME,65,61,23,9,78,96,5,59.55,Not Ready
C,21EE1756,CSE,71,65,440,8,91,51,2,72.8,Ready
D,21CS1757,CSE,84,45,28,2,85,46,6,50.02,Not Ready
B,21ME1758,ME,51,80,410,7,99,97,2,75.4,Ready
B,21ME1759,EEE,94,63,5,6,60,55,2,53.35,Not Ready
B,21EE1760,ECE,92,58,20,5,56,83,1,53.12,Not Ready
C,21EC1761,ECE,40,67,316,8,81,49,1,59.72,Not Ready
D,21ME1762,IT,74,78,379,6,49,84,5,70.44,Ready
A,21EC1763,EEE,66,91,30,7,55,76,6,59.2,Not Ready
B,21EE1764,EEE,62,52,239,1,43,69,6,50.46,Not Ready
A,21EC1765,ECE,53,61,477,8,74,43,4,67.78,Not Ready
B,21EE1766,EEE,64,73,217,1,86,63,3,58.16,Not Ready
A,21CS1767,IT,42,85,0,1,75,40,3,43.52,Not Ready
C,21CS1768,CSE,42,48,439,3,86,89,2,61.61,Not Ready
C,21CS1769,CSE,91,41,93,0,86,56,5,51.74,Not Ready
A,21IT1770,IT,68,68,155,5,73,50,7,58.73,Not Ready
C,21ME1771,EEE,85,91,428,5,85,86,4,81.17,Ready
A,21EE1772,ECE,54,86,278,5,88,70,6,68.07,Not Ready
C,21EC1773,ECE,55,71,160,8,71,40,4,56.75,Not Ready
C,21EE1774,ECE,67,45,343,2,49,80,6,57.22,Not Ready
A,21IT1775,EEE,42,71,47,1,60,57,6,43.93,Not Ready
B,21EC1776,IT,96,78,402,6,59,48,4,73.03,Ready
B,21IT1777,IT,57,57,356,8,85,79,1,66.32,Not Ready
D,21EC1778,IT,88,95,247,8,78,94,3,77.46,Ready
D,21ME1779,EEE,48,85,322,6,56,77,0,61.58,Not Ready
B,21CS1780,CSE,67,74,306,7,61,71,6,67.44,Not Ready
A,21CS1781,ECE,96,67,261,6,49,74,0,63.79,Not Ready
D,21ME1782,IT,70,52,204,5,74,49,1,54.18,Not Ready
B,21ME1783,CSE,45,76,117,9,78,87,7,62.66,Not Ready
C,21CS1784,EEE,67,62,108,0,44,66,4,45.82,Not Ready
B,21EE1785,EEE,96,72,21,6,85,55,2,59.94,Not Ready
D,21EC1786,EEE,81,62,498,1,91,58,6,72.72,Ready
C,21EE1787,ME,58,92,48,4,48,74,0,50.52,Not Ready
B,21EE1788,EEE,57,50,184,3,89,84,7,57.88,Not Ready
B,21ME1789,CSE,40,84,42,8,42,87,3,51.36,Not Ready
A,21CS1790,ME,44,88,70,9,97,92,1,62.58,Not Ready
C,21EC1791,CSE,73,57,456,5,50,72,6,67.69,Not Ready
C,21CS1792,ME,78,46,469,7,66,91,1,70.18,Ready
C,21CS1793,ECE,81,82,291,3,68,81,0,65.54,Not Ready
